epoch,accuracy,loss,val_accuracy,val_loss
0,0.48104068636894226,1.1793214082717896,0.5619596838951111,1.044922947883606
1,0.6703570485115051,0.8325150609016418,0.5821325778961182,1.0287809371948242
2,0.7387213110923767,0.6676695346832275,0.5677233338356018,1.1953150033950806
3,0.794353723526001,0.5401589274406433,0.579250693321228,1.1231619119644165
4,0.845557689666748,0.4252494275569916,0.579250693321228,1.2081098556518555
5,0.8818156719207764,0.3428875207901001,0.559077799320221,1.3665162324905396
6,0.898699164390564,0.2832309603691101,0.5389049053192139,1.624323844909668
7,0.9014669060707092,0.2618039846420288,0.559077799320221,1.5566750764846802
8,0.9189039468765259,0.22595034539699554,0.5936599373817444,1.6909006834030151
9,0.947965681552887,0.162746861577034,0.5734870433807373,1.7305999994277954
10,0.947135329246521,0.15831422805786133,0.530259370803833,1.9324859380722046
11,0.9584832787513733,0.11993522942066193,0.5619596838951111,2.0479445457458496
12,0.9612510204315186,0.12316873669624329,0.559077799320221,2.150153160095215
13,0.9573761224746704,0.12639272212982178,0.5994236469268799,1.9128037691116333
14,0.9709382653236389,0.10137472301721573,0.5850144028663635,2.1545398235321045
15,0.9629117250442505,0.11383914202451706,0.559077799320221,2.239246129989624
16,0.9490727782249451,0.1406889408826828,0.5360230803489685,2.2922098636627197
17,0.9665098190307617,0.10226700454950333,0.5504322648048401,1.955747365951538
18,0.9670633673667908,0.10597340017557144,0.5389049053192139,2.4089877605438232
19,0.9540547728538513,0.13313768804073334,0.5677233338356018,2.252631664276123
20,0.9703847169876099,0.08891284465789795,0.5763688683509827,2.25667142868042
21,0.9797951579093933,0.05785946175456047,0.559077799320221,2.33990216255188
22,0.976473867893219,0.06009760871529579,0.5734870433807373,2.500802516937256
23,0.9795184135437012,0.056396450847387314,0.5360230803489685,2.3885366916656494
24,0.9748131632804871,0.06767994165420532,0.5648415088653564,2.5214874744415283
